Date,Invoice,Customer,Product,Category,Qty,Unit,Total,GST%,City
2/6/2026,INV1577,Larsen & Toubro 116,Wire Rope,Lifting,8,3426,27408,18,Faridabad
2/7/2026,INV1578,JSW Steel 116,Hook,Rigging,18,1558,28044,18,Noida
2/8/2026,INV1579,Jindal Steel 116,Chain Pulley Block,Lifting,1,7986,7986,18,Gurugram
2/9/2026,INV1580,BHEL 116,Hook,Rigging,5,3180,15900,18,Gurugram
2/10/2026,INV1581,Tata Steel 117,Shackle,Rigging,19,2294,43586,18,Gurugram
2/11/2026,INV1582,Larsen & Toubro 117,Web Sling,Lifting,9,3708,33372,18,Delhi
2/12/2026,INV1583,JSW Steel 117,Chain Pulley Block,Rigging,9,1598,14382,18,Delhi
2/13/2026,INV1584,Jindal Steel 117,Web Sling,Lifting,9,1580,14220,18,Gurugram
2/14/2026,INV1585,BHEL 117,Eye Bolt,Lifting,16,3048,48768,18,Gurugram
2/15/2026,INV1586,Tata Steel 118,Turnbuckle,Lifting,10,1057,10570,18,Delhi
2/16/2026,INV1587,Larsen & Toubro 118,Turnbuckle,Safety,3,7985,23955,18,Noida
2/17/2026,INV1588,JSW Steel 118,Turnbuckle,Rigging,14,7802,109228,18,Delhi
2/18/2026,INV1589,Jindal Steel 118,Turnbuckle,Rigging,7,2712,18984,18,Faridabad
2/19/2026,INV1590,BHEL 118,Chain Pulley Block,Safety,13,720,9360,18,Faridabad
2/20/2026,INV1591,Tata Steel 119,Shackle,Lifting,10,4253,42530,18,Gurugram
2/21/2026,INV1592,Larsen & Toubro 119,Wire Rope,Rigging,12,1658,19896,18,Delhi
2/22/2026,INV1593,JSW Steel 119,Eye Bolt,Rigging,20,2654,53080,18,Jaipur
2/23/2026,INV1594,Jindal Steel 119,Chain Sling,Lifting,12,7074,84888,18,Delhi
2/24/2026,INV1595,BHEL 119,Turnbuckle,Rigging,11,1491,16401,18,Faridabad
2/25/2026,INV1596,Tata Steel 120,Web Sling,Safety,15,2188,32820,18,Delhi
2/26/2026,INV1597,Larsen & Toubro 120,Wire Rope,Safety,14,2711,37954,18,Gurugram
2/27/2026,INV1598,JSW Steel 120,Hook,Safety,11,6989,76879,18,Gurugram
2/28/2026,INV1599,Jindal Steel 120,Eye Bolt,Lifting,19,7105,134995,18,Delhi
3/1/2026,INV1600,BHEL 120,Wire Rope,Lifting,8,5932,47456,18,Noida
3/2/2026,INV1601,Tata Steel 121,Shackle,Lifting,3,7958,23874,18,Gurugram
3/3/2026,INV1602,Larsen & Toubro 121,Shackle,Lifting,18,4352,78336,18,Gurugram
3/4/2026,INV1603,JSW Steel 121,Chain Sling,Safety,7,6061,42427,18,Delhi
3/5/2026,INV1604,Jindal Steel 121,Web Sling,Lifting,14,510,7140,18,Jaipur
3/6/2026,INV1605,BHEL 121,Shackle,Lifting,15,1430,21450,18,Jaipur
3/7/2026,INV1606,Tata Steel 122,Shackle,Safety,9,1739,15651,18,Noida
3/8/2026,INV1607,Larsen & Toubro 122,Eye Bolt,Rigging,17,3470,58990,18,Jaipur
3/9/2026,INV1608,JSW Steel 122,Chain Pulley Block,Safety,13,2622,34086,18,Delhi
3/10/2026,INV1609,Jindal Steel 122,Shackle,Safety,11,7038,77418,18,Jaipur
3/11/2026,INV1610,BHEL 122,Hook,Safety,1,3465,3465,18,Gurugram
3/12/2026,INV1611,Tata Steel 123,Chain Sling,Lifting,5,6710,33550,18,Noida
3/13/2026,INV1612,Larsen & Toubro 123,Wire Rope,Safety,1,3664,3664,18,Gurugram
3/14/2026,INV1613,JSW Steel 123,Chain Pulley Block,Rigging,6,755,4530,18,Jaipur
3/15/2026,INV1614,Jindal Steel 123,Web Sling,Rigging,19,5198,98762,18,Noida
3/16/2026,INV1615,BHEL 123,Wire Rope,Safety,5,4045,20225,18,Gurugram
3/17/2026,INV1616,Tata Steel 124,Chain Pulley Block,Lifting,20,4257,85140,18,Faridabad
3/18/2026,INV1617,Larsen & Toubro 124,Chain Pulley Block,Lifting,2,7661,15322,18,Delhi
3/19/2026,INV1618,JSW Steel 124,Chain Sling,Lifting,8,4439,35512,18,Delhi
3/20/2026,INV1619,Jindal Steel 124,Hook,Safety,17,1583,26911,18,Noida
3/21/2026,INV1620,BHEL 124,Chain Pulley Block,Lifting,17,4341,73797,18,Noida
3/22/2026,INV1621,Tata Steel 125,Web Sling,Rigging,19,806,15314,18,Noida
3/23/2026,INV1622,Larsen & Toubro 125,Web Sling,Safety,18,2570,46260,18,Delhi
3/24/2026,INV1623,JSW Steel 125,Wire Rope,Rigging,5,2832,14160,18,Jaipur
3/25/2026,INV1624,Jindal Steel 125,Eye Bolt,Lifting,11,1559,17149,18,Faridabad
3/26/2026,INV1625,BHEL 125,Hook,Lifting,16,3984,63744,18,Faridabad
3/27/2026,INV1626,Tata Steel 126,Wire Rope,Lifting,10,6517,65170,18,Faridabad
3/28/2026,INV1627,Larsen & Toubro 126,Chain Pulley Block,Lifting,9,4201,37809,18,Noida
3/29/2026,INV1628,JSW Steel 126,Eye Bolt,Lifting,17,5673,96441,18,Gurugram
3/30/2026,INV1629,Jindal Steel 126,Turnbuckle,Rigging,16,5230,83680,18,Faridabad
3/31/2026,INV1630,BHEL 126,Turnbuckle,Safety,9,973,8757,18,Gurugram
4/1/2026,INV1631,Tata Steel 127,Wire Rope,Safety,11,6913,76043,18,Jaipur
4/2/2026,INV1632,Larsen & Toubro 127,Hook,Rigging,6,7384,44304,18,Delhi
4/3/2026,INV1633,JSW Steel 127,Chain Pulley Block,Rigging,14,1002,14028,18,Delhi
4/4/2026,INV1634,Jindal Steel 127,Eye Bolt,Lifting,3,6137,18411,18,Faridabad
4/5/2026,INV1635,BHEL 127,Chain Pulley Block,Safety,4,6600,26400,18,Faridabad
4/6/2026,INV1636,Tata Steel 128,Chain Sling,Lifting,3,7597,22791,18,Delhi
4/7/2026,INV1637,Larsen & Toubro 128,Hook,Safety,18,2696,48528,18,Noida
4/8/2026,INV1638,JSW Steel 128,Chain Sling,Lifting,19,3123,59337,18,Noida
4/9/2026,INV1639,Jindal Steel 128,Turnbuckle,Safety,9,7641,68769,18,Noida
4/10/2026,INV1640,BHEL 128,Web Sling,Safety,12,1472,17664,18,Gurugram
4/11/2026,INV1641,Tata Steel 129,Chain Pulley Block,Rigging,6,7786,46716,18,Noida
4/12/2026,INV1642,Larsen & Toubro 129,Turnbuckle,Safety,13,1584,20592,18,Gurugram
4/13/2026,INV1643,JSW Steel 129,Shackle,Lifting,1,6113,6113,18,Jaipur
4/14/2026,INV1644,Jindal Steel 129,Chain Sling,Rigging,4,3898,15592,18,Delhi
4/15/2026,INV1645,BHEL 129,Shackle,Lifting,2,3641,7282,18,Faridabad
4/16/2026,INV1646,Tata Steel 130,Chain Pulley Block,Safety,14,1457,20398,18,Jaipur
4/17/2026,INV1647,Larsen & Toubro 130,Hook,Lifting,19,4572,86868,18,Delhi
4/18/2026,INV1648,JSW Steel 130,Web Sling,Rigging,3,2004,6012,18,Gurugram
4/19/2026,INV1649,Jindal Steel 130,Hook,Lifting,16,5800,92800,18,Noida
4/20/2026,INV1650,BHEL 130,Chain Sling,Lifting,18,3450,62100,18,Gurugram
4/21/2026,INV1651,Tata Steel 131,Chain Pulley Block,Lifting,5,5054,25270,18,Faridabad
4/22/2026,INV1652,Larsen & Toubro 131,Turnbuckle,Lifting,2,870,1740,18,Delhi
4/23/2026,INV1653,JSW Steel 131,Hook,Safety,1,1157,1157,18,Faridabad
4/24/2026,INV1654,Jindal Steel 131,Chain Pulley Block,Safety,12,2514,30168,18,Jaipur
4/25/2026,INV1655,BHEL 131,Hook,Rigging,2,5361,10722,18,Noida
4/26/2026,INV1656,Tata Steel 132,Hook,Lifting,2,6864,13728,18,Noida
4/27/2026,INV1657,Larsen & Toubro 132,Chain Sling,Rigging,16,5542,88672,18,Jaipur
4/28/2026,INV1658,JSW Steel 132,Eye Bolt,Rigging,2,5114,10228,18,Gurugram
4/29/2026,INV1659,Jindal Steel 132,Wire Rope,Lifting,18,6678,120204,18,Jaipur
4/30/2026,INV1660,BHEL 132,Eye Bolt,Safety,6,6422,38532,18,Noida
5/1/2026,INV1661,Tata Steel 133,Web Sling,Lifting,14,1616,22624,18,Faridabad
5/2/2026,INV1662,Larsen & Toubro 133,Wire Rope,Lifting,13,2281,29653,18,Noida
5/3/2026,INV1663,JSW Steel 133,Web Sling,Rigging,11,3957,43527,18,Gurugram
5/4/2026,INV1664,Jindal Steel 133,Hook,Lifting,13,6955,90415,18,Gurugram
5/5/2026,INV1665,BHEL 133,Eye Bolt,Safety,17,7610,129370,18,Delhi
5/6/2026,INV1666,Tata Steel 134,Hook,Lifting,1,3213,3213,18,Faridabad
5/7/2026,INV1667,Larsen & Toubro 134,Hook,Rigging,13,2429,31577,18,Delhi
5/8/2026,INV1668,JSW Steel 134,Chain Sling,Rigging,12,828,9936,18,Noida
5/9/2026,INV1669,Jindal Steel 134,Shackle,Rigging,11,4323,47553,18,Delhi
5/10/2026,INV1670,BHEL 134,Chain Pulley Block,Safety,6,4252,25512,18,Jaipur
5/11/2026,INV1671,Tata Steel 135,Shackle,Lifting,3,7281,21843,18,Faridabad
5/12/2026,INV1672,Larsen & Toubro 135,Wire Rope,Safety,14,5512,77168,18,Gurugram
5/13/2026,INV1673,JSW Steel 135,Hook,Lifting,5,4458,22290,18,Faridabad
5/14/2026,INV1674,Jindal Steel 135,Chain Pulley Block,Safety,17,3807,64719,18,Faridabad
5/15/2026,INV1675,BHEL 135,Chain Sling,Safety,16,5998,95968,18,Faridabad
5/16/2026,INV1676,Tata Steel 136,Eye Bolt,Safety,16,3501,56016,18,Jaipur
5/17/2026,INV1677,Larsen & Toubro 136,Hook,Lifting,5,5079,25395,18,Noida
5/18/2026,INV1678,JSW Steel 136,Shackle,Safety,20,4768,95360,18,Gurugram
5/19/2026,INV1679,Jindal Steel 136,Eye Bolt,Lifting,15,5305,79575,18,Gurugram
5/20/2026,INV1680,BHEL 136,Turnbuckle,Rigging,7,6925,48475,18,Noida
5/21/2026,INV1681,Tata Steel 137,Eye Bolt,Lifting,4,6178,24712,18,Faridabad
5/22/2026,INV1682,Larsen & Toubro 137,Turnbuckle,Rigging,7,3951,27657,18,Noida
5/23/2026,INV1683,JSW Steel 137,Turnbuckle,Lifting,17,5622,95574,18,Noida
5/24/2026,INV1684,Jindal Steel 137,Shackle,Rigging,19,1307,24833,18,Jaipur
5/25/2026,INV1685,BHEL 137,Hook,Rigging,6,6152,36912,18,Jaipur
5/26/2026,INV1686,Tata Steel 138,Shackle,Safety,20,2740,54800,18,Jaipur
5/27/2026,INV1687,Larsen & Toubro 138,Turnbuckle,Rigging,3,2571,7713,18,Noida
5/28/2026,INV1688,JSW Steel 138,Web Sling,Lifting,9,7733,69597,18,Delhi
5/29/2026,INV1689,Jindal Steel 138,Chain Sling,Safety,20,3128,62560,18,Delhi
5/30/2026,INV1690,BHEL 138,Web Sling,Safety,2,4708,9416,18,Delhi
5/31/2026,INV1691,Tata Steel 139,Hook,Safety,20,6432,128640,18,Delhi
6/1/2026,INV1692,Larsen & Toubro 139,Turnbuckle,Lifting,20,2153,43060,18,Noida
6/2/2026,INV1693,JSW Steel 139,Shackle,Rigging,16,6129,98064,18,Faridabad
6/3/2026,INV1694,Jindal Steel 139,Shackle,Lifting,18,7655,137790,18,Delhi
6/4/2026,INV1695,BHEL 139,Web Sling,Lifting,4,3562,14248,18,Faridabad
6/5/2026,INV1696,Tata Steel 140,Hook,Safety,4,2889,11556,18,Noida
6/6/2026,INV1697,Larsen & Toubro 140,Hook,Rigging,14,6259,87626,18,Gurugram
6/7/2026,INV1698,JSW Steel 140,Shackle,Safety,15,1010,15150,18,Noida
6/8/2026,INV1699,Jindal Steel 140,Hook,Rigging,13,2127,27651,18,Delhi
6/9/2026,INV1700,BHEL 140,Chain Sling,Safety,9,7832,70488,18,Gurugram
6/10/2026,INV1701,Tata Steel 141,Hook,Safety,6,2584,15504,18,Gurugram
6/11/2026,INV1702,Larsen & Toubro 141,Chain Pulley Block,Lifting,19,5182,98458,18,Noida
6/12/2026,INV1703,JSW Steel 141,Hook,Rigging,20,3352,67040,18,Noida
6/13/2026,INV1704,Jindal Steel 141,Chain Sling,Safety,18,2685,48330,18,Gurugram
6/14/2026,INV1705,BHEL 141,Web Sling,Safety,14,5899,82586,18,Jaipur
6/15/2026,INV1706,Tata Steel 142,Chain Sling,Safety,19,7551,143469,18,Gurugram
6/16/2026,INV1707,Larsen & Toubro 142,Shackle,Safety,19,6498,123462,18,Faridabad
6/17/2026,INV1708,JSW Steel 142,Turnbuckle,Safety,20,7417,148340,18,Delhi
6/18/2026,INV1709,Jindal Steel 142,Chain Sling,Safety,5,3574,17870,18,Faridabad
6/19/2026,INV1710,BHEL 142,Turnbuckle,Safety,17,2103,35751,18,Delhi
6/20/2026,INV1711,Tata Steel 143,Wire Rope,Safety,4,1574,6296,18,Delhi
6/21/2026,INV1712,Larsen & Toubro 143,Shackle,Safety,19,7592,144248,18,Delhi
6/22/2026,INV1713,JSW Steel 143,Chain Sling,Rigging,8,4246,33968,18,Faridabad
6/23/2026,INV1714,Jindal Steel 143,Turnbuckle,Safety,1,3896,3896,18,Delhi
6/24/2026,INV1715,BHEL 143,Chain Pulley Block,Lifting,13,1397,18161,18,Noida
6/25/2026,INV1716,Tata Steel 144,Chain Pulley Block,Safety,11,759,8349,18,Noida
6/26/2026,INV1717,Larsen & Toubro 144,Shackle,Lifting,8,3368,26944,18,Delhi
6/27/2026,INV1718,JSW Steel 144,Web Sling,Safety,18,2297,41346,18,Jaipur
6/28/2026,INV1719,Jindal Steel 144,Turnbuckle,Safety,14,3328,46592,18,Noida
6/29/2026,INV1720,BHEL 144,Turnbuckle,Rigging,11,6371,70081,18,Noida
1/1/2026,INV1721,Tata Steel 145,Shackle,Safety,11,1091,12001,18,Jaipur
1/2/2026,INV1722,Larsen & Toubro 145,Eye Bolt,Rigging,20,2946,58920,18,Jaipur
1/3/2026,INV1723,JSW Steel 145,Chain Pulley Block,Rigging,12,6647,79764,18,Gurugram
1/4/2026,INV1724,Jindal Steel 145,Turnbuckle,Safety,18,5787,104166,18,Jaipur
1/5/2026,INV1725,BHEL 145,Shackle,Lifting,18,5555,99990,18,Noida
1/6/2026,INV1726,Tata Steel 146,Turnbuckle,Safety,14,5829,81606,18,Jaipur
1/7/2026,INV1727,Larsen & Toubro 146,Hook,Lifting,5,5615,28075,18,Jaipur
1/8/2026,INV1728,JSW Steel 146,Chain Sling,Rigging,10,6827,68270,18,Gurugram
1/9/2026,INV1729,Jindal Steel 146,Eye Bolt,Lifting,11,6523,71753,18,Delhi
1/10/2026,INV1730,BHEL 146,Chain Pulley Block,Lifting,8,617,4936,18,Gurugram
1/11/2026,INV1731,Tata Steel 147,Chain Sling,Rigging,15,1616,24240,18,Noida
1/12/2026,INV1732,Larsen & Toubro 147,Web Sling,Safety,11,5942,65362,18,Faridabad
1/13/2026,INV1733,JSW Steel 147,Eye Bolt,Safety,3,1769,5307,18,Jaipur
1/14/2026,INV1734,Jindal Steel 147,Web Sling,Lifting,5,1076,5380,18,Delhi
1/15/2026,INV1735,BHEL 147,Web Sling,Rigging,11,5727,62997,18,Noida
1/16/2026,INV1736,Tata Steel 148,Turnbuckle,Safety,6,3135,18810,18,Faridabad
1/17/2026,INV1737,Larsen & Toubro 148,Eye Bolt,Lifting,7,7282,50974,18,Delhi
1/18/2026,INV1738,JSW Steel 148,Wire Rope,Rigging,4,3989,15956,18,Delhi
1/19/2026,INV1739,Jindal Steel 148,Turnbuckle,Lifting,6,2767,16602,18,Jaipur
1/20/2026,INV1740,BHEL 148,Wire Rope,Lifting,16,6977,111632,18,Delhi
1/21/2026,INV1741,Tata Steel 149,Eye Bolt,Lifting,15,5442,81630,18,Noida
1/22/2026,INV1742,Larsen & Toubro 149,Wire Rope,Safety,5,1947,9735,18,Gurugram
1/23/2026,INV1743,JSW Steel 149,Hook,Lifting,18,7300,131400,18,Jaipur
1/24/2026,INV1744,Jindal Steel 149,Turnbuckle,Rigging,1,2718,2718,18,Gurugram
1/25/2026,INV1745,BHEL 149,Wire Rope,Rigging,5,2947,14735,18,Faridabad
1/26/2026,INV1746,Tata Steel 150,Shackle,Lifting,17,1430,24310,18,Jaipur
1/27/2026,INV1747,Larsen & Toubro 150,Chain Sling,Rigging,7,2551,17857,18,Gurugram
1/28/2026,INV1748,JSW Steel 150,Turnbuckle,Lifting,9,2002,18018,18,Delhi
1/29/2026,INV1749,Jindal Steel 150,Shackle,Safety,16,2427,38832,18,Jaipur
1/30/2026,INV1750,BHEL 150,Chain Pulley Block,Rigging,8,4137,33096,18,Gurugram
1/31/2026,INV1751,Tata Steel 151,Hook,Lifting,7,2211,15477,18,Delhi
2/1/2026,INV1752,Larsen & Toubro 151,Eye Bolt,Rigging,2,1360,2720,18,Faridabad
2/2/2026,INV1753,JSW Steel 151,Hook,Safety,4,5330,21320,18,Noida
2/3/2026,INV1754,Jindal Steel 151,Shackle,Safety,5,1563,7815,18,Jaipur
2/4/2026,INV1755,BHEL 151,Wire Rope,Rigging,13,1264,16432,18,Faridabad
2/5/2026,INV1756,Tata Steel 152,Eye Bolt,Safety,9,6783,61047,18,Faridabad
2/6/2026,INV1757,Larsen & Toubro 152,Shackle,Lifting,15,594,8910,18,Gurugram
2/7/2026,INV1758,JSW Steel 152,Wire Rope,Safety,3,4708,14124,18,Delhi
2/8/2026,INV1759,Jindal Steel 152,Hook,Safety,8,6482,51856,18,Jaipur
2/9/2026,INV1760,BHEL 152,Chain Sling,Rigging,13,7477,97201,18,Faridabad
2/10/2026,INV1761,Tata Steel 153,Eye Bolt,Lifting,9,5781,52029,18,Noida
2/11/2026,INV1762,Larsen & Toubro 153,Hook,Rigging,9,7854,70686,18,Jaipur
2/12/2026,INV1763,JSW Steel 153,Hook,Safety,18,1738,31284,18,Jaipur
2/13/2026,INV1764,Jindal Steel 153,Chain Sling,Safety,1,1139,1139,18,Faridabad
2/14/2026,INV1765,BHEL 153,Wire Rope,Lifting,8,7465,59720,18,Jaipur
2/15/2026,INV1766,Tata Steel 154,Shackle,Safety,14,7608,106512,18,Noida
2/16/2026,INV1767,Larsen & Toubro 154,Web Sling,Lifting,13,7929,103077,18,Noida
2/17/2026,INV1768,JSW Steel 154,Wire Rope,Safety,1,1290,1290,18,Faridabad
2/18/2026,INV1769,Jindal Steel 154,Chain Pulley Block,Lifting,7,2691,18837,18,Delhi
2/19/2026,INV1770,BHEL 154,Shackle,Rigging,9,3335,30015,18,Delhi
2/20/2026,INV1771,Tata Steel 155,Shackle,Rigging,20,5260,105200,18,Delhi
2/21/2026,INV1772,Larsen & Toubro 155,Chain Pulley Block,Rigging,12,889,10668,18,Delhi
2/22/2026,INV1773,JSW Steel 155,Shackle,Rigging,14,1373,19222,18,Noida
2/23/2026,INV1774,Jindal Steel 155,Hook,Rigging,9,3798,34182,18,Gurugram
2/24/2026,INV1775,BHEL 155,Hook,Rigging,6,4193,25158,18,Noida
2/25/2026,INV1776,Tata Steel 156,Chain Pulley Block,Lifting,1,4051,4051,18,Noida
2/26/2026,INV1777,Larsen & Toubro 156,Chain Pulley Block,Rigging,19,826,15694,18,Delhi
2/27/2026,INV1778,JSW Steel 156,Chain Pulley Block,Lifting,9,4168,37512,18,Delhi
2/28/2026,INV1779,Jindal Steel 156,Wire Rope,Safety,7,7634,53438,18,Delhi
3/1/2026,INV1780,BHEL 156,Hook,Lifting,17,3687,62679,18,Noida
3/2/2026,INV1781,Tata Steel 157,Hook,Rigging,12,1609,19308,18,Noida
3/3/2026,INV1782,Larsen & Toubro 157,Web Sling,Lifting,6,5181,31086,18,Faridabad
3/4/2026,INV1783,JSW Steel 157,Hook,Rigging,3,6779,20337,18,Noida
3/5/2026,INV1784,Jindal Steel 157,Eye Bolt,Safety,18,6341,114138,18,Jaipur
3/6/2026,INV1785,BHEL 157,Hook,Lifting,4,5560,22240,18,Delhi
3/7/2026,INV1786,Tata Steel 158,Turnbuckle,Safety,9,4933,44397,18,Noida
3/8/2026,INV1787,Larsen & Toubro 158,Chain Sling,Rigging,12,4420,53040,18,Noida
3/9/2026,INV1788,JSW Steel 158,Turnbuckle,Lifting,20,2758,55160,18,Noida
3/10/2026,INV1789,Jindal Steel 158,Hook,Safety,18,1391,25038,18,Delhi
3/11/2026,INV1790,BHEL 158,Shackle,Lifting,9,1722,15498,18,Jaipur
3/12/2026,INV1791,Tata Steel 159,Eye Bolt,Safety,17,6046,102782,18,Noida
3/13/2026,INV1792,Larsen & Toubro 159,Wire Rope,Safety,14,983,13762,18,Delhi
3/14/2026,INV1793,JSW Steel 159,Shackle,Rigging,14,1940,27160,18,Delhi
3/15/2026,INV1794,Jindal Steel 159,Turnbuckle,Lifting,7,827,5789,18,Jaipur
3/16/2026,INV1795,BHEL 159,Shackle,Lifting,9,2535,22815,18,Jaipur
3/17/2026,INV1796,Tata Steel 160,Chain Sling,Safety,17,2388,40596,18,Delhi
3/18/2026,INV1797,Larsen & Toubro 160,Shackle,Safety,4,7606,30424,18,Delhi
3/19/2026,INV1798,JSW Steel 160,Web Sling,Safety,9,7754,69786,18,Noida
3/20/2026,INV1799,Jindal Steel 160,Web Sling,Lifting,20,1101,22020,18,Delhi
3/21/2026,INV1800,BHEL 160,Turnbuckle,Rigging,13,3440,44720,18,Jaipur
